Etiqueta,Frame,Box
coche1,193,"(308.10738255033556, 165.470757430489, 79.54458293384468, 80.7353787152445)"
coche1,194,"(308.00671140939596, 165.46692233940556, 79.53403643336529, 80.73346116970278)"
coche1,195,"(307.90604026845637, 165.46308724832215, 79.52348993288591, 80.73154362416108)"
coche1,196,"(307.80536912751677, 165.45925215723872, 79.51294343240652, 80.72962607861936)"
coche1,197,"(307.7046979865772, 165.45541706615532, 79.50239693192714, 80.72770853307766)"
coche1,198,"(307.6040268456376, 165.45158197507192, 79.49185043144774, 80.72579098753596)"
coche1,199,"(307.503355704698, 165.4477468839885, 79.48130393096837, 80.72387344199424)"
coche1,200,"(307.4026845637584, 165.44391179290508, 79.47075743048897, 80.72195589645254)"
coche1,201,"(307.3020134228188, 165.44007670182168, 79.4602109300096, 80.72003835091084)"
coche1,202,"(307.2013422818792, 165.43624161073825, 79.4496644295302, 80.71812080536913)"
coche1,203,"(307.1006711409396, 165.43240651965485, 79.43911792905081, 80.71620325982742)"
coche1,204,"(307.0, 165.42857142857142, 79.42857142857143, 80.71428571428571)"
coche1,205,"(306.8993288590604, 165.424736337488, 79.41802492809204, 80.712368168744)"
coche1,206,"(306.7986577181208, 165.4209012464046, 79.40747842761266, 80.7104506232023)"
coche1,207,"(306.6979865771812, 165.41706615532118, 79.39693192713327, 80.70853307766059)"
coche1,208,"(306.5973154362416, 165.41323106423778, 79.38638542665389, 80.70661553211889)"
coche1,209,"(306.496644295302, 165.40939597315437, 79.3758389261745, 80.70469798657719)"
coche1,210,"(306.3959731543624, 165.40556088207094, 79.36529242569512, 80.70278044103547)"
coche1,211,"(306.2953020134228, 165.40172579098754, 79.35474592521572, 80.70086289549377)"
coche1,212,"(306.19463087248323, 165.3978906999041, 79.34419942473633, 80.69894534995206)"
coche1,213,"(306.09395973154363, 165.3940556088207, 79.33365292425695, 80.69702780441035)"
coche1,214,"(305.99328859060404, 165.3902205177373, 79.32310642377756, 80.69511025886865)"
coche1,215,"(305.89261744966444, 165.38638542665387, 79.31255992329818, 80.69319271332694)"
coche1,216,"(305.79194630872485, 165.38255033557047, 79.30201342281879, 80.69127516778524)"
coche1,217,"(305.69127516778525, 165.37871524448707, 79.29146692233941, 80.68935762224353)"
coche1,218,"(305.59060402684565, 165.37488015340364, 79.28092042186002, 80.68744007670182)"
coche1,219,"(305.48993288590606, 165.37104506232023, 79.27037392138064, 80.68552253116012)"
coche1,220,"(305.38926174496646, 165.3672099712368, 79.25982742090125, 80.6836049856184)"
coche1,221,"(305.28859060402687, 165.3633748801534, 79.24928092042185, 80.6816874400767)"
coche1,222,"(305.18791946308727, 165.35953978907, 79.23873441994247, 80.679769894535)"
coche1,223,"(305.0872483221477, 165.35570469798657, 79.22818791946308, 80.67785234899328)"
coche1,224,"(304.9865771812081, 165.35186960690316, 79.2176414189837, 80.67593480345158)"
coche1,225,"(304.8859060402685, 165.34803451581976, 79.20709491850431, 80.67401725790988)"
coche1,226,"(304.7852348993289, 165.34419942473633, 79.19654841802493, 80.67209971236817)"
coche1,227,"(304.6845637583893, 165.34036433365293, 79.18600191754554, 80.67018216682646)"
coche1,228,"(304.5838926174497, 165.3365292425695, 79.17545541706616, 80.66826462128475)"
coche1,229,"(304.48322147651004, 165.3326941514861, 79.16490891658677, 80.66634707574305)"
coche1,230,"(304.3825503355705, 165.3288590604027, 79.15436241610739, 80.66442953020135)"
coche1,231,"(304.28187919463085, 165.32502396931926, 79.143815915628, 80.66251198465963)"
coche1,232,"(304.18120805369125, 165.32118887823586, 79.1332694151486, 80.66059443911793)"
coche1,233,"(304.08053691275165, 165.31735378715246, 79.12272291466923, 80.65867689357623)"
coche1,234,"(303.97986577181206, 165.31351869606902, 79.11217641418983, 80.65675934803451)"
coche1,235,"(303.87919463087246, 165.30968360498562, 79.10162991371045, 80.65484180249281)"
coche1,236,"(303.77852348993287, 165.3058485139022, 79.09108341323106, 80.6529242569511)"
coche1,237,"(303.67785234899327, 165.3020134228188, 79.08053691275168, 80.6510067114094)"
coche1,238,"(303.5771812080537, 165.2981783317354, 79.06999041227229, 80.6490891658677)"
coche1,239,"(303.4765100671141, 165.29434324065195, 79.05944391179291, 80.64717162032598)"
coche1,240,"(303.3758389261745, 165.29050814956855, 79.04889741131352, 80.64525407478428)"
coche1,241,"(303.2751677852349, 165.28667305848515, 79.03835091083413, 80.64333652924257)"
coche1,242,"(303.1744966442953, 165.28283796740172, 79.02780441035475, 80.64141898370086)"
coche1,243,"(303.0738255033557, 165.27900287631832, 79.01725790987535, 80.63950143815916)"
coche1,244,"(302.9731543624161, 165.2751677852349, 79.00671140939598, 80.63758389261746)"
coche1,245,"(302.8724832214765, 165.27133269415148, 78.99616490891658, 80.63566634707574)"
coche1,246,"(302.7718120805369, 165.26749760306808, 78.9856184084372, 80.63374880153404)"
coche1,247,"(302.6711409395973, 165.26366251198465, 78.97507190795781, 80.63183125599232)"
coche1,248,"(302.5704697986577, 165.25982742090125, 78.96452540747843, 80.62991371045062)"
coche1,249,"(302.4697986577181, 165.25599232981784, 78.95397890699904, 80.62799616490892)"
coche1,250,"(302.3691275167785, 165.2521572387344, 78.94343240651966, 80.6260786193672)"
coche1,251,"(302.2684563758389, 165.248322147651, 78.93288590604027, 80.6241610738255)"
coche1,252,"(302.1677852348993, 165.2444870565676, 78.92233940556088, 80.6222435282838)"
coche1,253,"(302.06711409395973, 165.24065196548418, 78.9117929050815, 80.62032598274209)"
coche1,254,"(301.96644295302013, 165.23681687440077, 78.9012464046021, 80.61840843720039)"
coche1,255,"(301.86577181208054, 165.23298178331734, 78.89069990412273, 80.61649089165867)"
coche1,256,"(301.76510067114094, 165.22914669223394, 78.88015340364333, 80.61457334611697)"
coche1,257,"(301.66442953020135, 165.22531160115054, 78.86960690316396, 80.61265580057527)"
coche1,258,"(301.56375838926175, 165.2214765100671, 78.85906040268456, 80.61073825503355)"
coche1,259,"(301.46308724832215, 165.2176414189837, 78.84851390220518, 80.60882070949185)"
coche1,260,"(301.36241610738256, 165.2138063279003, 78.83796740172579, 80.60690316395015)"
coche1,261,"(301.26174496644296, 165.20997123681687, 78.8274209012464, 80.60498561840843)"
coche1,262,"(301.16107382550337, 165.20613614573347, 78.81687440076702, 80.60306807286673)"
coche1,263,"(301.06040268456377, 165.20230105465004, 78.80632790028763, 80.60115052732502)"
coche1,264,"(300.9597315436242, 165.19846596356663, 78.79578139980825, 80.59923298178332)"
coche1,265,"(300.8590604026846, 165.19463087248323, 78.78523489932886, 80.59731543624162)"
coche1,266,"(300.758389261745, 165.1907957813998, 78.77468839884948, 80.5953978906999)"
coche1,267,"(300.6577181208054, 165.1869606903164, 78.76414189837008, 80.5934803451582)"
coche1,268,"(300.5570469798658, 165.183125599233, 78.7535953978907, 80.5915627996165)"
coche1,269,"(300.4563758389262, 165.17929050814956, 78.74304889741131, 80.58964525407478)"
coche1,270,"(300.3557046979866, 165.17545541706616, 78.73250239693192, 80.58772770853308)"
coche1,271,"(300.255033557047, 165.17162032598273, 78.72195589645254, 80.58581016299136)"
coche1,272,"(300.1543624161074, 165.16778523489933, 78.71140939597315, 80.58389261744966)"
coche1,273,"(300.0536912751678, 165.16395014381592, 78.70086289549377, 80.58197507190796)"
coche1,274,"(299.9530201342282, 165.1601150527325, 78.69031639501438, 80.58005752636625)"
coche1,275,"(299.8523489932886, 165.1562799616491, 78.679769894535, 80.57813998082455)"
coche1,276,"(299.751677852349, 165.1524448705657, 78.6692233940556, 80.57622243528284)"
coche1,277,"(299.6510067114094, 165.14860977948226, 78.65867689357623, 80.57430488974113)"
coche1,278,"(299.5503355704698, 165.14477468839885, 78.64813039309684, 80.57238734419943)"
coche1,279,"(299.44966442953023, 165.14093959731542, 78.63758389261744, 80.57046979865771)"
coche1,280,"(299.3489932885906, 165.13710450623202, 78.62703739213806, 80.56855225311601)"
coche1,281,"(299.24832214765104, 165.13326941514862, 78.61649089165867, 80.56663470757431)"
coche1,282,"(299.1476510067114, 165.1294343240652, 78.60594439117929, 80.5647171620326)"
coche1,283,"(299.0469798657718, 165.12559923298178, 78.5953978906999, 80.56279961649089)"
coche1,284,"(298.9463087248322, 165.12176414189838, 78.58485139022052, 80.56088207094919)"
coche1,285,"(298.8456375838926, 165.11792905081495, 78.57430488974113, 80.55896452540748)"
coche1,286,"(298.744966442953, 165.11409395973155, 78.56375838926175, 80.55704697986577)"
coche1,287,"(298.6442953020134, 165.11025886864812, 78.55321188878236, 80.55512943432406)"
coche1,288,"(298.5436241610738, 165.10642377756471, 78.54266538830298, 80.55321188878236)"
coche1,289,"(298.4429530201342, 165.1025886864813, 78.53211888782359, 80.55129434324066)"
coche1,290,"(298.3422818791946, 165.09875359539788, 78.5215723873442, 80.54937679769894)"
coche1,291,"(298.241610738255, 165.09491850431448, 78.51102588686481, 80.54745925215724)"
coche1,292,"(298.1409395973154, 165.09108341323108, 78.50047938638542, 80.54554170661554)"
coche1,293,"(298.0402684563758, 165.08724832214764, 78.48993288590604, 80.54362416107382)"
coche1,294,"(297.93959731543623, 165.08341323106424, 78.47938638542665, 80.54170661553212)"
coche1,295,"(297.83892617449663, 165.0795781399808, 78.46883988494727, 80.5397890699904)"
coche1,296,"(297.73825503355704, 165.0757430488974, 78.45829338446788, 80.5378715244487)"
coche1,297,"(297.63758389261744, 165.071907957814, 78.4477468839885, 80.535953978907)"
coche1,298,"(297.53691275167785, 165.06807286673057, 78.43720038350911, 80.53403643336529)"
coche1,299,"(297.43624161073825, 165.06423777564717, 78.42665388302973, 80.53211888782359)"
coche1,300,"(297.33557046979865, 165.06040268456377, 78.41610738255034, 80.53020134228188)"
coche1,301,"(297.23489932885906, 165.05656759348034, 78.40556088207094, 80.52828379674017)"
coche1,302,"(297.13422818791946, 165.05273250239694, 78.39501438159157, 80.52636625119847)"
coche1,303,"(297.03355704697987, 165.04889741131353, 78.38446788111217, 80.52444870565677)"
coche1,304,"(296.93288590604027, 165.0450623202301, 78.3739213806328, 80.52253116011505)"
coche1,305,"(296.8322147651007, 165.0412272291467, 78.3633748801534, 80.52061361457335)"
coche1,306,"(296.7315436241611, 165.03739213806327, 78.35282837967402, 80.51869606903163)"
coche1,307,"(296.6308724832215, 165.03355704697987, 78.34228187919463, 80.51677852348993)"
coche1,308,"(296.5302013422819, 165.02972195589646, 78.33173537871525, 80.51486097794823)"
coche1,309,"(296.4295302013423, 165.02588686481303, 78.32118887823586, 80.51294343240652)"
coche1,310,"(296.3288590604027, 165.02205177372963, 78.31064237775647, 80.51102588686481)"
coche1,311,"(296.2281879194631, 165.01821668264623, 78.30009587727709, 80.50910834132311)"
coche1,312,"(296.1275167785235, 165.0143815915628, 78.2895493767977, 80.5071907957814)"
coche1,313,"(296.0268456375839, 165.0105465004794, 78.27900287631832, 80.5052732502397)"
coche1,314,"(295.9261744966443, 165.00671140939596, 78.26845637583892, 80.50335570469798)"
coche1,315,"(295.8255033557047, 165.00287631831256, 78.25790987535954, 80.50143815915628)"
coche1,316,"(295.7248322147651, 164.99904122722916, 78.24736337488015, 80.49952061361458)"
coche1,317,"(295.6241610738255, 164.99520613614573, 78.23681687440077, 80.49760306807286)"
coche1,318,"(295.5234899328859, 164.99137104506232, 78.22627037392138, 80.49568552253116)"
coche1,319,"(295.4228187919463, 164.98753595397892, 78.21572387344199, 80.49376797698946)"
coche1,320,"(295.32214765100673, 164.9837008628955, 78.20517737296261, 80.49185043144774)"
coche1,321,"(295.22147651006713, 164.9798657718121, 78.19463087248322, 80.48993288590604)"
coche1,322,"(295.12080536912754, 164.97603068072866, 78.18408437200384, 80.48801534036433)"
coche1,323,"(295.02013422818794, 164.97219558964525, 78.17353787152445, 80.48609779482263)"
coche1,324,"(294.91946308724835, 164.96836049856185, 78.16299137104507, 80.48418024928093)"
coche1,325,"(294.81879194630875, 164.96452540747842, 78.15244487056567, 80.48226270373921)"
coche1,326,"(294.71812080536915, 164.96069031639502, 78.1418983700863, 80.48034515819751)"
coche1,327,"(294.61744966442956, 164.9568552253116, 78.1313518696069, 80.4784276126558)"
coche1,328,"(294.51677852348996, 164.95302013422818, 78.12080536912751, 80.47651006711409)"
coche1,329,"(294.4161073825503, 164.94918504314478, 78.11025886864813, 80.47459252157239)"
coche1,330,"(294.31543624161077, 164.94534995206135, 78.09971236816874, 80.47267497603067)"
coche1,331,"(294.2147651006711, 164.94151486097795, 78.08916586768936, 80.47075743048897)"
coche1,332,"(294.1140939597315, 164.93767976989454, 78.07861936720997, 80.46883988494727)"
coche1,333,"(294.0134228187919, 164.9338446788111, 78.06807286673059, 80.46692233940556)"
coche1,334,"(293.9127516778523, 164.9300095877277, 78.0575263662512, 80.46500479386386)"
coche1,335,"(293.81208053691273, 164.9261744966443, 78.04697986577182, 80.46308724832215)"
coche1,336,"(293.71140939597313, 164.92233940556088, 78.03643336529242, 80.46116970278044)"
coche1,337,"(293.61073825503354, 164.91850431447747, 78.02588686481305, 80.45925215723874)"
coche1,338,"(293.51006711409394, 164.91466922339404, 78.01534036433365, 80.45733461169702)"
coche1,339,"(293.40939597315435, 164.91083413231064, 78.00479386385426, 80.45541706615532)"
coche1,340,"(293.30872483221475, 164.90699904122724, 77.99424736337488, 80.45349952061362)"
coche1,341,"(293.20805369127515, 164.9031639501438, 77.98370086289549, 80.4515819750719)"
coche1,342,"(293.10738255033556, 164.8993288590604, 77.97315436241611, 80.4496644295302)"
coche1,343,"(293.00671140939596, 164.895493767977, 77.96260786193672, 80.4477468839885)"
coche1,344,"(292.90604026845637, 164.89165867689357, 77.95206136145734, 80.44582933844679)"
coche1,345,"(292.80536912751677, 164.88782358581017, 77.94151486097795, 80.44391179290508)"
coche1,346,"(292.7046979865772, 164.88398849472674, 77.93096836049857, 80.44199424736337)"
coche1,347,"(292.6040268456376, 164.88015340364333, 77.92042186001918, 80.44007670182167)"
coche1,348,"(292.503355704698, 164.87631831255993, 77.90987535953978, 80.43815915627997)"
coche1,349,"(292.4026845637584, 164.8724832214765, 77.8993288590604, 80.43624161073825)"
coche1,350,"(292.3020134228188, 164.8686481303931, 77.88878235858101, 80.43432406519655)"
coche1,351,"(292.2013422818792, 164.8648130393097, 77.87823585810163, 80.43240651965485)"
coche1,352,"(292.1006711409396, 164.86097794822626, 77.86768935762224, 80.43048897411313)"
coche1,353,"(292.0, 164.85714285714286, 77.85714285714286, 80.42857142857143)"
coche1,354,"(291.8993288590604, 164.85330776605943, 77.84659635666347, 80.42665388302972)"
coche1,355,"(291.7986577181208, 164.84947267497603, 77.83604985618409, 80.42473633748801)"
coche1,356,"(291.6979865771812, 164.84563758389262, 77.8255033557047, 80.42281879194631)"
coche1,357,"(291.5973154362416, 164.8418024928092, 77.81495685522532, 80.4209012464046)"
coche1,358,"(291.496644295302, 164.8379674017258, 77.80441035474593, 80.4189837008629)"
coche1,359,"(291.3959731543624, 164.8341323106424, 77.79386385426653, 80.4170661553212)"
coche1,360,"(291.2953020134228, 164.83029721955896, 77.78331735378715, 80.41514860977948)"
coche1,361,"(291.19463087248323, 164.82646212847555, 77.77277085330776, 80.41323106423778)"
coche1,362,"(291.09395973154363, 164.82262703739212, 77.76222435282838, 80.41131351869606)"
coche1,363,"(290.99328859060404, 164.81879194630872, 77.75167785234899, 80.40939597315436)"
coche1,364,"(290.89261744966444, 164.81495685522532, 77.74113135186961, 80.40747842761266)"
coche1,365,"(290.79194630872485, 164.8111217641419, 77.73058485139022, 80.40556088207094)"
coche1,366,"(290.69127516778525, 164.80728667305848, 77.72003835091084, 80.40364333652924)"
coche1,367,"(290.59060402684565, 164.80345158197508, 77.70949185043145, 80.40172579098754)"
coche1,368,"(290.48993288590606, 164.79961649089165, 77.69894534995206, 80.39980824544583)"
coche1,369,"(290.38926174496646, 164.79578139980825, 77.68839884947268, 80.39789069990412)"
coche1,370,"(290.28859060402687, 164.79194630872485, 77.67785234899328, 80.39597315436242)"
coche1,371,"(290.18791946308727, 164.78811121764141, 77.6673058485139, 80.39405560882071)"
coche1,372,"(290.0872483221477, 164.784276126558, 77.65675934803451, 80.392138063279)"
coche1,373,"(289.9865771812081, 164.78044103547458, 77.64621284755513, 80.39022051773729)"
coche1,374,"(289.8859060402685, 164.77660594439118, 77.63566634707574, 80.38830297219559)"
coche1,375,"(289.7852348993289, 164.77277085330778, 77.62511984659636, 80.38638542665389)"
coche1,376,"(289.6845637583893, 164.76893576222434, 77.61457334611697, 80.38446788111217)"
coche1,377,"(289.5838926174497, 164.76510067114094, 77.60402684563758, 80.38255033557047)"
coche1,378,"(289.48322147651004, 164.76126558005754, 77.5934803451582, 80.38063279002877)"
coche1,379,"(289.3825503355705, 164.7574304889741, 77.5829338446788, 80.37871524448705)"
coche1,380,"(289.28187919463085, 164.7535953978907, 77.57238734419943, 80.37679769894535)"
coche1,381,"(289.1812080536913, 164.74976030680727, 77.56184084372003, 80.37488015340364)"
coche1,382,"(289.08053691275165, 164.74592521572387, 77.55129434324066, 80.37296260786194)"
coche1,383,"(288.97986577181206, 164.74209012464047, 77.54074784276126, 80.37104506232023)"
coche1,384,"(288.87919463087246, 164.73825503355704, 77.53020134228188, 80.36912751677852)"
coche1,385,"(288.77852348993287, 164.73441994247364, 77.51965484180249, 80.36720997123682)"
coche1,386,"(288.67785234899327, 164.73058485139023, 77.50910834132311, 80.36529242569512)"
coche1,387,"(288.5771812080537, 164.7267497603068, 77.49856184084372, 80.3633748801534)"
coche1,388,"(288.4765100671141, 164.7229146692234, 77.48801534036433, 80.3614573346117)"
coche1,389,"(288.3758389261745, 164.71907957813997, 77.47746883988495, 80.35953978906998)"
coche1,390,"(288.2751677852349, 164.71524448705657, 77.46692233940556, 80.35762224352828)"
coche1,391,"(288.1744966442953, 164.71140939597316, 77.45637583892618, 80.35570469798658)"
coche1,392,"(288.0738255033557, 164.70757430488973, 77.44582933844679, 80.35378715244487)"
coche1,393,"(287.9731543624161, 164.70373921380633, 77.4352828379674, 80.35186960690316)"
coche1,394,"(287.8724832214765, 164.69990412272293, 77.42473633748801, 80.34995206136146)"
coche1,395,"(287.7718120805369, 164.6960690316395, 77.41418983700864, 80.34803451581975)"
coche1,396,"(287.6711409395973, 164.6922339405561, 77.40364333652924, 80.34611697027805)"
coche1,397,"(287.5704697986577, 164.68839884947266, 77.39309683604985, 80.34419942473633)"
coche1,398,"(287.4697986577181, 164.68456375838926, 77.38255033557047, 80.34228187919463)"
coche1,399,"(287.3691275167785, 164.68072866730586, 77.37200383509108, 80.34036433365293)"
coche1,400,"(287.2684563758389, 164.67689357622243, 77.3614573346117, 80.33844678811121)"
coche1,401,"(287.1677852348993, 164.67305848513902, 77.3509108341323, 80.33652924256951)"
coche1,402,"(287.06711409395973, 164.66922339405562, 77.34036433365293, 80.33461169702781)"
coche1,403,"(286.96644295302013, 164.6653883029722, 77.32981783317354, 80.3326941514861)"
coche1,404,"(286.86577181208054, 164.6615532118888, 77.31927133269416, 80.3307766059444)"
coche1,405,"(286.76510067114094, 164.65771812080536, 77.30872483221476, 80.32885906040268)"
coche1,406,"(286.66442953020135, 164.65388302972195, 77.29817833173539, 80.32694151486098)"
coche1,407,"(286.56375838926175, 164.65004793863855, 77.287631831256, 80.32502396931928)"
coche1,408,"(286.46308724832215, 164.64621284755512, 77.2770853307766, 80.32310642377756)"
coche1,409,"(286.36241610738256, 164.64237775647172, 77.26653883029722, 80.32118887823586)"
coche1,410,"(286.26174496644296, 164.63854266538831, 77.25599232981783, 80.31927133269416)"
coche1,411,"(286.16107382550337, 164.63470757430488, 77.24544582933845, 80.31735378715244)"
coche1,412,"(286.06040268456377, 164.63087248322148, 77.23489932885906, 80.31543624161074)"
coche1,413,"(285.9597315436242, 164.62703739213805, 77.22435282837968, 80.31351869606902)"
coche1,414,"(285.8590604026846, 164.62320230105465, 77.21380632790029, 80.31160115052732)"
coche1,415,"(285.758389261745, 164.61936720997124, 77.20325982742091, 80.30968360498562)"
coche1,416,"(285.6577181208054, 164.6155321188878, 77.19271332694152, 80.3077660594439)"
coche1,417,"(285.5570469798658, 164.6116970278044, 77.18216682646212, 80.3058485139022)"
coche1,418,"(285.4563758389262, 164.607861936721, 77.17162032598274, 80.3039309683605)"
coche1,419,"(285.3557046979866, 164.60402684563758, 77.16107382550335, 80.30201342281879)"
coche1,420,"(285.255033557047, 164.60019175455417, 77.15052732502397, 80.30009587727709)"
coche1,421,"(285.1543624161074, 164.59635666347077, 77.13998082454458, 80.29817833173539)"
coche1,422,"(285.0536912751678, 164.59252157238734, 77.1294343240652, 80.29626078619367)"
coche1,423,"(284.9530201342282, 164.58868648130394, 77.11888782358581, 80.29434324065197)"
coche1,424,"(284.8523489932886, 164.5848513902205, 77.10834132310643, 80.29242569511025)"
coche1,425,"(284.751677852349, 164.5810162991371, 77.09779482262704, 80.29050814956855)"
coche1,426,"(284.6510067114094, 164.5771812080537, 77.08724832214764, 80.28859060402685)"
coche1,427,"(284.55033557046977, 164.57334611697027, 77.07670182166827, 80.28667305848514)"
coche1,428,"(284.44966442953023, 164.56951102588687, 77.06615532118887, 80.28475551294343)"
coche1,429,"(284.3489932885906, 164.56567593480347, 77.0556088207095, 80.28283796740173)"
coche1,430,"(284.24832214765104, 164.56184084372003, 77.0450623202301, 80.28092042186002)"
coche1,431,"(284.1476510067114, 164.55800575263663, 77.03451581975072, 80.27900287631832)"
coche1,432,"(284.04697986577185, 164.5541706615532, 77.02396931927133, 80.2770853307766)"
coche1,433,"(283.9463087248322, 164.5503355704698, 77.01342281879195, 80.2751677852349)"
coche1,434,"(283.8456375838926, 164.5465004793864, 77.00287631831256, 80.2732502396932)"
coche1,435,"(283.744966442953, 164.54266538830296, 76.99232981783317, 80.27133269415148)"
coche1,436,"(283.6442953020134, 164.53883029721956, 76.98178331735379, 80.26941514860978)"
coche1,437,"(283.5436241610738, 164.53499520613616, 76.9712368168744, 80.26749760306808)"
coche1,438,"(283.4429530201342, 164.53116011505273, 76.96069031639502, 80.26558005752636)"
coche1,439,"(283.3422818791946, 164.52732502396933, 76.95014381591562, 80.26366251198466)"
coche1,440,"(283.241610738255, 164.5234899328859, 76.93959731543625, 80.26174496644295)"
coche1,441,"(283.1409395973154, 164.5196548418025, 76.92905081495685, 80.25982742090125)"
coche1,442,"(283.0402684563758, 164.5158197507191, 76.91850431447747, 80.25790987535954)"
coche1,443,"(282.93959731543623, 164.51198465963566, 76.90795781399808, 80.25599232981783)"
coche1,444,"(282.83892617449663, 164.50814956855226, 76.8974113135187, 80.25407478427613)"
coche1,445,"(282.73825503355704, 164.50431447746885, 76.88686481303931, 80.25215723873443)"
coche1,446,"(282.63758389261744, 164.50047938638542, 76.87631831255992, 80.25023969319271)"
coche1,447,"(282.53691275167785, 164.49664429530202, 76.86577181208054, 80.24832214765101)"
coche1,448,"(282.43624161073825, 164.4928092042186, 76.85522531160115, 80.2464046021093)"
coche1,449,"(282.33557046979865, 164.48897411313519, 76.84467881112177, 80.24448705656759)"
coche1,450,"(282.23489932885906, 164.48513902205178, 76.83413231064237, 80.24256951102589)"
coche1,451,"(282.13422818791946, 164.48130393096835, 76.823585810163, 80.24065196548418)"
coche1,452,"(282.03355704697987, 164.47746883988495, 76.8130393096836, 80.23873441994247)"
coche1,453,"(281.93288590604027, 164.47363374880155, 76.80249280920422, 80.23681687440077)"
coche1,454,"(281.8322147651007, 164.46979865771812, 76.79194630872483, 80.23489932885906)"
coche1,455,"(281.7315436241611, 164.4659635666347, 76.78139980824545, 80.23298178331736)"
coche1,456,"(281.6308724832215, 164.46212847555128, 76.77085330776606, 80.23106423777564)"
coche1,457,"(281.5302013422819, 164.45829338446788, 76.76030680728667, 80.22914669223394)"
coche1,458,"(281.4295302013423, 164.45445829338448, 76.74976030680729, 80.22722914669224)"
coche1,459,"(281.3288590604027, 164.45062320230105, 76.7392138063279, 80.22531160115052)"
coche1,460,"(281.2281879194631, 164.44678811121764, 76.72866730584852, 80.22339405560882)"
coche1,461,"(281.1275167785235, 164.44295302013424, 76.71812080536913, 80.22147651006712)"
coche1,462,"(281.0268456375839, 164.4391179290508, 76.70757430488975, 80.2195589645254)"
coche1,463,"(280.9261744966443, 164.4352828379674, 76.69702780441035, 80.2176414189837)"
coche1,464,"(280.8255033557047, 164.43144774688398, 76.68648130393098, 80.21572387344199)"
coche1,465,"(280.7248322147651, 164.42761265580057, 76.67593480345158, 80.21380632790029)"
coche1,466,"(280.6241610738255, 164.42377756471717, 76.66538830297219, 80.21188878235859)"
coche1,467,"(280.5234899328859, 164.41994247363374, 76.65484180249281, 80.20997123681687)"
coche1,468,"(280.4228187919463, 164.41610738255034, 76.64429530201342, 80.20805369127517)"
coche1,469,"(280.32214765100673, 164.41227229146693, 76.63374880153404, 80.20613614573347)"
coche1,470,"(280.22147651006713, 164.4084372003835, 76.62320230105465, 80.20421860019175)"
coche1,471,"(280.12080536912754, 164.4046021093001, 76.61265580057527, 80.20230105465005)"
coche1,472,"(280.02013422818794, 164.40076701821667, 76.60210930009588, 80.20038350910833)"
coche1,473,"(279.91946308724835, 164.39693192713327, 76.5915627996165, 80.19846596356663)"
coche1,474,"(279.81879194630875, 164.39309683604986, 76.5810162991371, 80.19654841802493)"
coche1,475,"(279.71812080536915, 164.38926174496643, 76.57046979865771, 80.19463087248322)"
coche1,476,"(279.61744966442956, 164.38542665388303, 76.55992329817833, 80.19271332694152)"
coche1,477,"(279.51677852348996, 164.38159156279963, 76.54937679769894, 80.19079578139981)"
coche1,478,"(279.4161073825503, 164.3777564717162, 76.53883029721956, 80.1888782358581)"
coche1,479,"(279.31543624161077, 164.3739213806328, 76.52828379674017, 80.1869606903164)"
coche1,480,"(279.2147651006711, 164.37008628954936, 76.51773729626079, 80.18504314477468)"
coche1,481,"(279.1140939597316, 164.36625119846596, 76.5071907957814, 80.18312559923298)"
coche1,482,"(279.0134228187919, 164.36241610738256, 76.49664429530202, 80.18120805369128)"
coche1,483,"(278.9127516778523, 164.35858101629913, 76.48609779482263, 80.17929050814956)"
coche1,484,"(278.81208053691273, 164.35474592521572, 76.47555129434323, 80.17737296260786)"
coche1,485,"(278.71140939597313, 164.35091083413232, 76.46500479386386, 80.17545541706616)"
coche1,486,"(278.61073825503354, 164.3470757430489, 76.45445829338446, 80.17353787152445)"
coche1,487,"(278.51006711409394, 164.3432406519655, 76.44391179290508, 80.17162032598274)"
coche1,488,"(278.40939597315435, 164.33940556088208, 76.43336529242569, 80.16970278044104)"
coche1,489,"(278.30872483221475, 164.33557046979865, 76.42281879194631, 80.16778523489933)"
coche1,490,"(278.20805369127515, 164.33173537871525, 76.41227229146692, 80.16586768935763)"
coche1,491,"(278.10738255033556, 164.32790028763182, 76.40172579098754, 80.16395014381591)"
coche1,492,"(278.00671140939596, 164.32406519654842, 76.39117929050815, 80.16203259827421)"
coche1,493,"(277.90604026845637, 164.32023010546501, 76.38063279002877, 80.16011505273251)"
coche1,494,"(277.80536912751677, 164.31639501438158, 76.37008628954938, 80.15819750719079)"
coche1,495,"(277.7046979865772, 164.31255992329818, 76.35953978906998, 80.15627996164909)"
coche1,496,"(277.6040268456376, 164.30872483221478, 76.3489932885906, 80.15436241610739)"
coche1,497,"(277.503355704698, 164.30488974113135, 76.33844678811121, 80.15244487056567)"
coche1,498,"(277.4026845637584, 164.30105465004794, 76.32790028763183, 80.15052732502397)"
coche1,499,"(277.3020134228188, 164.2972195589645, 76.31735378715244, 80.14860977948226)"
coche1,500,"(277.2013422818792, 164.2933844678811, 76.30680728667306, 80.14669223394056)"
coche1,501,"(277.1006711409396, 164.2895493767977, 76.29626078619367, 80.14477468839885)"
coche1,502,"(277.0, 164.28571428571428, 76.28571428571429, 80.14285714285714)"
coche1,503,"(276.8993288590604, 164.28187919463087, 76.2751677852349, 80.14093959731544)"
